HS4,Trade Value,Year
Other Metal Fasteners,1308915.0,2007
Paper Spools,28.000000000000004,2000
Chalkboards,792.0,2011
Iron Sewing Needles,4777.0,2003
Stranded Aluminium Wire,284411.0,1998
Unsaturated Acyclic Monocarboxylic Acids,3185.0,1996
"Fish: dried, salted, smoked or in brine",4746074.0,2004
Photo Lab Equipment,9057.0,2001
Wine Lees,22272.0,2005
Wine,5774100.0,2020
Hose Piping Textiles,51858.0,2015
Forging Machines,312208.0,2007
"Vaccines, blood, antisera, toxins and cultures",7317385.0,2018
Processed Bones,76926.99999999999,1995
Cassava,18454.0,2016
Revenue Stamps,13924.000000000002,1998
Sulfuric Acid,588424.0,2009
"Marble, Travertine and Alabaster",10669679.0,2007
Corn,6292.000000000001,2001
Soapstone,107577.0,2014
Matches,2627.0,2015
Stearic Acid,8083278.0,2013
Trunks and Cases,31553438.0,2006
Photographic Paper,615.0,2004
Knit Socks and Hosiery,15773381.0,2018
Chalkboards,31289.000000000004,1999
"Nutmeg, mace and cardamons",115780.0,2008
Bovine Meat,35448.0,1998
Essential Oils,30061270.0,2008
Tool Plates,43019.0,1997
Letter Stock,37615.0,2004
Potatoes,35262728.0,2008
Other Edible Preparations,67027391.0,2019
Stone Working Machines,6949.999999999999,1999
Raw Lead,37453987.0,2002
Leather of Other Animals,8335831.0,2006
Other Printed Material,1450272.0,1996
Other Plastic Products,20135102.0,2008
Large Flat-Rolled Iron,331399.0,1999
Copper Stovetops,3595.0,2002
Hand Saws,53002.0,2002
Molluscs,392229284.0,2006
Metal Office Supplies,3775.0,2016
Prints,1432.0000000000002,2005
Flat-Rolled Stainless Steel,106994.0,2018
Non-Knit Women's Coats,43220363.0,1998
Raw Copper,1091138.0,2015
Processed Mushrooms,411964.0,1999
String Instruments,8500.0,2017
Horses,107633.0,2008
Forage Crops,26947.0,2015
Seed Oils,10379874.0,2021
Other Sea Vessels,7240993.999999999,2018
Processed Fish,690377315.0,2014
Signaling Glassware,14777.999999999998,1996
Uncoated Paper,1619057.0,1998
Gas and Liquid Flow Measuring Instruments,165332.0,2002
Copper Plating,419181.0,2011
Glues,639834.0,2011
Styrene Polymers,307687.0,2012
Electromagnets,1212325.0,2015
Veneer Sheets,758770.0,2014
Shaped Paper,2133243.0,2001
Aldehydes,43812.0,2014
Refractory Bricks,346042.0,1995
Chocolate,191780.0,2004
Gaskets,788510.0,2020
Wood Fiberboard,27991.0,2004
Citrus and Melon Peels,1020050.0,2011
Flat Flat-Rolled Steel,3787626.0,2017
Mechanical Wood Pulp,1534148.0,2012
Forage Crops,3979.0,2002
Flat-Rolled Stainless Steel,433716.0,2007
Nitric Acids,43195.0,2004
Drilling Machines,648331.0,2021
Raw Bones,51076.0,2009
Buckwheat,227.0,2006
"Fish: dried, salted, smoked or in brine",4214447.0,2010
Hats,58344.0,2011
"Planes, Helicopters, and/or Spacecraft",1460432.0,1995
Copper Alloys,28630.0,2013
Graphite,3981.000000000001,2020
Textiles for technical uses,62074.0,1997
Metal-Rolling Mills,107304.0,2021
Centrifuges,2181168.0,2001
Flavored Water,3692431.0,1996
Electric Filament,169118.0,2001
Other Organic Compounds,275.0,2012
Non-Knit Men's Shirts,110562836.0,2016
Coffee,16721.0,1995
Zippers,1631298.0,2001
Other Furniture,23044091.0,2009
Electrical Capacitors,615885.0,1997
Scissors,22178.0,2006
Glycerol,6449.0,2017
Pesticides,1548946.0,2019
Monofilament,1876192.0,2013
Office Machine Parts,720490.0,1995
Plastic Pipes,21930102.0,2009
Non-Knit Women's Undergarments,28838537.0,2016
Cobalt,45923481.0,2006
Wheelchairs,4624.0,2012
Nitric Acids,23091.0,2005
Metalworking Machine Parts,668413.0,2015
Copper Stovetops,4829.0,1996
Asphalt,755521.0,2017
Barbed Wire,14067.0,2002
Diamonds,206177.0,2019
Tea,7235519.0,2007
Leather Sheets,12919.0,2022
Scrap Waste,2422163.0,2013
Electric Soldering Equipment,1168167.0,2020
Cooking Hand Tools,16923.0,2013
Other Frozen Vegetables,641405.0,2008
Large Flat-Rolled Iron,552134.0,1998
Steel Wire,1386.9999999999998,1999
Tool Sets,195367.0,2013
Sawn Wood,1688723.0000000002,2019
Glass Bulbs,22013.0,1995
Raw Cotton,43579.0,2016
Spices,1577763.0,2002
Neck Ties,2377564.0,1998
Other Metal Fasteners,890240.0,2015
Hard Rubber,31799.000000000004,2013
Zinc Oxide and Peroxide,8652531.0,2009
Plywood,34825506.0,2006
Synthetic Fabrics,1815850.0,2000
Crude Petroleum,4413612.0,1999
Phosphoric Acid,1147051808.0,2017
Knitting Machines,230478.0,1995
Cast or Rolled Glass,14512.0,2015
Iron Sheet Piling,16320.0,2008
Electrical Ignitions,2664719.0,2015
Non-Knit Women's Suits,943990352.0,2005
Printed Circuit Boards,744433.0,2005
Monofilament,2553476.0,2017
Other Floating Structures,626312.0,2022
Knit Women's Suits,272851223.0,2015
Iron Chains,24237.0,2010
Zinc Ore,55459740.0,2005
Scrap Copper,10071743.0,1999
Headbands and Linings,2131024.0,2005
Copper Pipes,149227.0,2002
Vending Machines,3183.0000000000005,2006
Forging Machines,982088.0,2012
Metal Insulating Fittings,133790.0,1996
Metal Pickling Preparations,8966.0,2014
Vegetable Plaiting Materials,56230.0,2003
Knit T-shirts,326028712.0,2013
"Marble, Travertine and Alabaster",14373038.0,2022
Milling Stones,4863888.0,2020
Calcium Phosphates,565058808.0,1999
Electrical Control Boards,11369870.0,2010
Styrene Polymers,440614.0,1998
Conveyor Belt Textiles,5476.0,2017
Float Glass,51021.0,1997
Non-Knit Babies' Garments,24322876.0,2007
Electrical Capacitors,898772.0,2002
Special Pharmaceuticals,72903.0,1997
Fork-Lifts,918830.0,2011
Cutlery Sets,218502.0,2006
Precious Metal Scraps,11467120.0,2008
Raw Tobacco,336175.0,2021
Vegetable waxes and beeswax,11707.999999999998,2022
Processed Cereals,34391.0,2019
Artificial Filament Yarn Woven Fabric,4227453.000000001,2018
Bitumen and asphalt,286.0,2009
Incomplete Movement Sets,8017.999999999999,2014
Rubber Textile Fabric,25990.0,2015
Grapes,1587760.0000000002,2000
Sulfite Chemical Woodpulp,35454.0,1998
Party Decorations,1447119.0,1995
Chamois Leather,103228.0,2007
Other Knit Clothing Accessories,2993166.0,2016
Other Plastic Products,8602773.0,2004
Aluminium Wire,32140.0,2004
Rubber Tires,987260.0,2008
Electric Musical Instruments,565.0,2010
Instructional Models,200322.0,2012
Rubber Stamps,2404.0,2004
Micro-Organism Culture Preparations,179686.0,2014
Electrical Ignitions,1748795.0,2018
Chalkboards,51948.0,2001
Ink,497666.0,2020
Portable Lighting,116739.0,2022
Olive Oil,10087897.0,2013
Refractory Bricks,659502.0,2019
Fire Extinguishers Preparations,927.0,2022
Olive Oil,3620318.0,1999
Aluminium Plating,14291.0,1997
Onions,5370067.0,2008
Other Vegetable Residues and Waste,48.0,2021
Titanium Oxides,3990.0,2003
Processed Fish,479680315.0,2007
Cyclic Alcohols,3919.0,2022
Knit Men's Suits,24251953.0,2009
Hot-Rolled Iron Bars,92182.0,2007
Tapioca,17.0,2010
Hot-Rolled Iron,679322.0,2001
Woven Fabric of Synthetic Staple Fibers,7752385.0,2020
High-voltage Protection Equipment,37257472.0,2009
Book-binding Machines,23614.0,2016
Non-Retail Carded Wool Yarn,658420.0,2000
Petroleum Coke,4522688.0,2002
Print Production Machinery,20486.0,2008
Metal Pickling Preparations,27472.0,2016
Other Iron Products,101294228.0,2021
"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",11691381.0,2018
Base Metal Watches,393462.0,2002
Bells and Other Metal Ornaments,3422833.0,2004
Vegetable Fiber,41989.0,2018
Peat,94143.0,2017
Rubber Textiles,105336.0,1997
Looms,782864.0,2020
Sulfate Chemical Woodpulp,494490.0,2021
Iron Toiletry,51287.0,2000
Sunflower Seeds,674.0,2021
Non-Retail Artificial Staple Fibers Sewing Thread,281981.0,1998
Hot-Rolled Iron Bars,12861474.999999998,2017
Tungsten,293.0,2009
Hypochlorites,33952.0,1999
Letter Stock,18420.0,2006
Retail Artificial Filament Yarn,33460.0,2015
Other Ceramic Articles,785164.0,1995
Coffee and Tea Extracts,16897487.0,1996
Documents of title (bonds etc) and unused stamps,7217125.0,2017
Nonaqueous Paints,3895801.0,2006
Iron Radiators,309799.0,2008
Basketwork,8506036.0,2018
Other Inorganic Acids,12424388.0,2015
Candles,384597.0,2020
Sewing Machines,440956.0,2020
Cigarette Paper,31414.0,2012
Non-Knit Gloves,241726.0,2006
Phosphatic Fertilizers,583023292.0,2021
Precious Metal Watches,184782.0,2021
Parachutes,802.0,2011
Copper Foil,28587.0,1998
Neck Ties,2788801.0,1995
Artificial Fur,9413.0,2019
Lettuce,4252573.0,2008
Chalkboards,8125.999999999999,1998
Newspapers,175419.0,2022
Handkerchiefs,330410.0,2017
Other Ores,560270.0,2021
Horsehair Fabric,6893.0,2022
Processed Crustaceans,27674603.0,2012
Processed Cereals,2041.0,2014
Iron Ingots,17789.0,2012
Stone Working Machines,608473.0,2018
Ceramic Bricks,1074514.0,2008
Glass Scraps,561380.0,2021
Other Metal Fasteners,154357.0,1995
Signaling Glassware,16357.999999999998,2000
Time Recording Instruments,16119.0,2014
Other Cotton Fabrics,499910.0,2001
Beauty Products,6205819.0,2014
Rubber Inner Tubes,243400.0,1998
Non-Knit Women's Undergarments,17335305.0,2004
Soybeans,7121.000000000001,2020
Non-Retail Artificial Staple Fibers Sewing Thread,2471805.0,2020
Revolution Counters,421102.00000000006,2006
Light Pure Woven Cotton,2797763.0,2002
Other Aluminium Products,42756.0,1995
Sunflower Seeds,60776.0,2019
Explosive Ammunition,284.0,2006
Hot-Rolled Iron,3224063.0,2004
Other Vegetables,282784842.0,2007
Non-Knit Babies' Garments,21820294.0,2016
Bandages,239009.0,1998
Felt Carpets,22265.0,2013
Vegetable Saps,44271039.0,2010
Titanium,4406723.0,2013
Zinc Ore,39480153.0,2002
Electric Motor Parts,1986164.0,2009
Confectionery Sugar,14184037.0,2008
Other Small Iron Pipes,7986838.0,2004
Aluminium Wire,322735.0,2006
Tufted Carpets,495839.0,1999
Electrical Resistors,379224.0,2022
Hydraulic Brake Fluid,152561.0,2017
Nitrites and Nitrates,62790.0,2009
Articles of Gut,144.0,2020
Cyclic Alcohols,1374.0,2018
Non-Knit Men's Suits,389257674.0,1997
"Non-Iron and Steel Slag, Ash and Residues",786973.0,2003
Washing and Bottling Machines,1229025.0,2020
Pearl Products,357516.0,2018
Pianos,3108.0,2016
Harvesting Machinery,268778.0,2018
Fermented Milk Products,31852.0,2006
Vegetable Tanning Extracts,3551.0,2021
Vegetable material for brooms and brushes,5932.0,1998
Photographic Paper,336.0,2000
Curbstones,674340.0,2018
Base Metal Watches,714985.0,1998
"Awnings, Tents, and Sails",430346.0,2001
Coated Metal Soldering Products,870556.0,2007
Natural Cork Articles,4795649.0,1995
Cutting Blades,285944.0,2008
Garnetted Wool or Animal Hair,3617.0,2003
Rubber Thread,593.0,2006
Prepared Cotton,3014.0,2001
Signaling Glassware,105.0,2022
Other Metal Fasteners,678309.0,2010
Vegetable Fiber,28169.0,2010
Light Rubberized Knitted Fabric,4189609.0,2003
Light Fixtures,17450182.0,2022
Cassava,177988.0,2017
Other Vinyl Polymers,98179.0,1998
Iron Fasteners,14524237.0,2019
Knit Sweaters,202130024.0,2007
Cotton Sewing Thread,38828.0,2010
Jewellery,57948444.00000001,2022
Knit Men's Coats,3648038.0,2006
Combed Wool or Animal Hair Fabric,3264646.0,1998
Steel Wire,63313.00000000001,2022
Particle Board,2725.0,2010
Eyewear Frames,686954.0,2001
Garden Tools,182733.0,1998
Barium Sulphate,67637704.0,2016
Non-Knit Women's Shirts,141359856.0,1998
Paper Labels,84965.0,1996
Insulated Wire,371269857.0,2002
Wood Crates,1244146.0,2020
Other Musical Instruments,606.0,1998
Pile Fabric,186070.0,2000
Tanned Furskins,20145.0,1998
Alkylbenzenes and Alkylnaphthalenes,54003.0,2022
Wallpaper,19031.0,1997
Medical Furniture,1719410.9999999998,2009
Woodworking machines,678626.0,2019
Other Animals,796669.0,2001
Corn,910.0,1998
Ink Ribbons,75799.0,2022
Onions,16873000.0,2016
Retail Artificial Staple Fibers Yarn,19741.0,1996
Antifreeze,18284.0,2007
Other Hand Tools,800003.0,2005
Electrical Control Boards,10274564.0,2009
Hydraulic Turbines,48552.0,1996
Cinnamon,5720.0,2006
Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),32289521.0,2015
Scrap Aluminium,33321587.0,2006
Electric Motor Parts,1324100.0,2010
Other Furniture,7211115.0,1998
Other Domestic Electric Housewares,324712.0,2022
Instructional Models,68950.00000000001,1997
Other Esters,330283.0,2002
Rubber Textile Fabric,22331.0,2014
Glass Bricks,57533.0,2016
Electromagnets,9204.0,1998
Opto-Electric Instrument Parts,1273765.0,2019
Ink,1900149.0,2018
Wallpaper,11548.0,2022
Iron Housewares,1488271.0,2016
Cooking Hand Tools,77110.0,2000
Electrical Resistors,42272.0,1996
Aqueous Paints,494800.0,2008
Processed Tobacco,378345.0,1998
Other Cutlery,15963.0,2021
Tanned Sheep Hides,18094913.0,2014
Photographic Film,290.0,2004
Vegetable Stuffing Materials,297228.0,2006
Coated Flat-Rolled Iron,96966723.0,2004
Lighters,4139.0,2005
Citrus and Melon Peels,261367.0,1998
Dextrins,312979.0,2021
Wind Instruments,1423.0,2018
Nitric Acids,34243.0,2020
Non-Knit Men's Undergarments,6667729.0,2007
Metal Molds,2692878.0,2005
Petroleum Resins,731588.0,2015
Garden Tools,42433.0,2019
Processed Tobacco,1235880.0,2011
Video and Card Games,114628.0,2001
Copper Foil,7753.0,1996
Peat,15543.999999999998,2013
Cucumbers,6390104.0,2019
Transmissions,1239725.0,2013
Other Rubber Products,84803343.0,2020
Shaped Wood,13939.0,2019
Non-Knit Women's Coats,157038010.0,2009
Calcium Phosphates,1532641004.0,2015
Pearl Products,1270986.0,2020
Other Coloring Matter,319090.0,2012
Cereal Straws,5961.0,2013
Textiles for technical uses,122078847.0,2007
Packaged Medicaments,43630456.0,2008
Other Floating Structures,228533.00000000003,2010
Rubber Textile Fabric,236283.0,2007
Packaged Medicaments,37917721.0,2009
Friction Material,5092775.0,2022
Other Engines,5190648.0,2005
Citrus and Melon Peels,558497.0,2006
Fish oil,76148742.0,2017
Other Iron Bars,8976.0,2000
Gaskets,413948.0,2011
"Fish: dried, salted, smoked or in brine",3731483.0,2000
Brochures,2254601.0,2013
Stone Processing Machines,653632.0,1996
Gelatin,19114.0,2013
Cars,5284281081.0,2021
Citrus and Melon Peels,624734.0,2008
Zinc Ore,46406972.0,2015
Knit Sweaters,200397168.0,2009
Chocolate,4596371.0,2019
Roofing Tiles,51439.0,2008
Coal Briquettes,9458.0,2020
Photographic Film,644.0,2020
Retail Wool or Animal Hair Yarn,7390.0,2012
Sheep Hides,34303.00000000001,2016
Other Plastic Products,7201668.0,2003
Raw Aluminium,7683651.0,2019
Sculptures,12573.0,1995
Light Synthetic Cotton Fabrics,3093516.0,2008
Other Nuts,8392467.0,2013
Metal Molds,1773786.0,2007
Blankets,4465246.0,2014
Calendars,79485.0,2004
Other Vegetable Fibers Yarn,83616.0,2010
Dried Fruits,11652631.0,2022
Soybeans,728.0,2006
Gas and Liquid Flow Measuring Instruments,267184.0,2010
Citrus and Melon Peels,880024.0,2014
Inorganic Compounds,3573.0,2001
Silk Fabrics,42523.0,2004
Raw Plastic Sheeting,1204413.0,1999
Handkerchiefs,320170.0,1996
Wood Fiberboard,226460.0,2021
Wallpaper,10576.0,1996
Gas and Liquid Flow Measuring Instruments,207678.0,2006
Electric Musical Instruments,6338.0,2013
Transmissions,2395844.0,2020
Other Hides and Skins,21246.0,2022
Cabbages,3790624.0,2007
Leather Apparel,26609771.0,2014
Butter,47727.0,1999
Textiles for technical uses,146929.0,1995
Carbon,3967.0,2021
Retail Cotton Yarn,1036.0,2021
Synthetic Filament Yarn Woven Fabric,6077508.0,2008
Orthopedic Appliances,153373.0,1998
Ink,1412495.0,2019
Glass Bottles,248933.0,2003
Calendars,53550.0,2003
Non-Retail Artificial Staple Fibers Sewing Thread,19639.0,1995
Precious Metal Compounds,1768.0000000000002,2012
Cotton Sewing Thread,206363.0,2001
Non-fillet Frozen Fish,20240752.0,1999
Vacuum Cleaners,31697.0,1996
Flat panel displays,3190929.0,2001
Vitamins,2119.0,1995
Asphalt Mixtures,50151.0,2022
Glass Scraps,190125.0,2018
Poultry Meat,412100.0,2007
Cloves,72916.0,2006
Other Inorganic Acids,10201545.0,2019
Reaction and Catalytic Products,140678.0,1996
Quartz,495483.0,2020
Forging Machines,222215.0,2006
Scrap Copper,146926671.0,2015
Delivery Trucks,13427726.0,2002
Locomotive Parts,68740.0,1997
Quaternary Ammonium Salts and Hydroxides,70003.0,2014
Locomotive Parts,96642.0,2002
Wood Ornaments,1480519.0,2019
Medical Instruments,8957359.0,2010
Saddlery,343689.0,1995
Fruit Pressing Machinery,35581.0,2015
Utility Meters,1322306.0,2016
Vegetable Parchment,33116.0,2010
Worked Ivory and Bone,262928.0,2000
Wood Stakes,10507.0,2018
Eyewear Frames,35132.0,2022
Rubber Apparel,381188.0,2016
Roofing Tiles,117600.0,2013
Other Fruits,597264309.0,2019
Time Recording Instruments,9440.0,2004
Brooms,3333511.0,2015
Worked Slate,37183.0,2022
Hydrides and other anions,12985.0,1997
Artificial Vegetation,3327.0000000000005,2008
Gimp Yarn,26477.0,2016
Bitumen and asphalt,207.0,2000
Fruit Pressing Machinery,6277.0,2004
Revenue Stamps,21844.000000000004,1996
Non-Retail Combed Wool Yarn,46097.0,2020
Metalworking Transfer Machines,29864.0,2018
String Instruments,1911.0,2014
Electric Generating Sets,2323496.0,2009
Processed Hair,765.9999999999999,2013
Bran,160.0,2016
Palm Oil,2458666.0,2021
Halogens,4.0,2002
Gauze,1090.0,2008
Rubber,16138.0,1999
Coconut Oil,45133.0,2022
Packaged Sewing Sets,7751.0,2014
Other Non-Knit Clothing Accessories,2228800.0,2001
Tungsten,78609.0,2021
Non-Knit Women's Suits,1034907231.0,2006
Tanned Sheep Hides,10658445.0,2004
Walking Sticks,9289.0,2007
Other Nuts,4101966.0,2002
Carboxyamide Compounds,187262.0,2014
Wheat Flours,68391616.0,2012
Phosphatic Fertilizers,333085166.0,2016
Fork-Lifts,1004752.0,2016
Carboxylic Acids,3308.0000000000005,2002
Tin pipes or tubes and pipe fittings,77.0,2009
Stone Processing Machines,881487.0,2001
Raw Sugar,118889.0,2006
Cucumbers,19181226.0,2022
Iron Stovetops,228116.0,2007
Stearic Acid,490801.0,1998
Vegetable Tanning Extracts,209.0,2003
Imitation Jewellery,1027107.0,2000
Excavation Machinery,7663045.0,2021
Non-Retail Artificial Staple Fibers Yarn,39631.0,2016
Other Knit Clothing Accessories,4546387.0,2010
Mill Machinery,127012.0,2005
Other Wood Articles,1392693.0,2002
Vegetable and Mineral Carvings,21213.0,1995
Wood Frames,3027131.0,2006
Electric Motors,12617894.0,2004
Hard Liquor,1028730.0,2018
Animal Meal and Pellets,145886642.0,2017
Coconut and Other Vegetable Fibers,37678.0,1996
Crustaceans,59195833.0,2000
Frozen Fruits and Nuts,10270845.0,1995
Prepared Explosives,828023.0,1996
Light Rubberized Knitted Fabric,12443533.0,2013
Vegetable Parchment,2279.0,2005
Cereal Straws,3948.0,2012
Electrical Capacitors,734899.0,2003
Non-woven Textiles,692566.0,2001
Other Knit Garments,54996380.0,2016
"Niobium, Tantalum, Vanadium and Zirconium Ore",242.0,2004
Starches,563427.0,2007
Quaternary Ammonium Salts and Hydroxides,21601.0,2022
Leather Footwear,203889583.0,2022
Non-Knit Active Wear,171769366.0,2009
Stranded Iron Wire,2568917.0,2002
Breathing Appliances,1331456.0,2020
Precious Metal Scraps,8482763.0,2019
Asphalt Mixtures,361.0,2000
Other Furniture,43530521.0,2017
Unglazed Ceramics,8722235.0,2017
Iron Nails,213049.0,2015
Preserved Vegetables,21768236.0,1997
Scarves,10918223.0,2004
Processed Crustaceans,47254634.0,2003
Other Printed Material,2097206.0,2021
Cement Articles,7642200.0,2012
Cranes,108326.0,2000
Other Clocks and Watches,1386.0,2010
Kaolin Coated Paper,1489564.0,2010
Dolls,2464.0,2011
Electrical Parts,871039.0,2016
Iron Oxides and Hydroxides,1092057.0,2017
Brooms,151083.0,2004
Used Rubber Tires,277655.0,2009
Other Vinyl Polymers,3993849.0,2019
Non-Knit Men's Coats,52705888.0,2016
Cereal Straws,6076.999999999999,2009
Wood Carpentry,16957408.0,2021
Baby Carriages,5826.0,2014
Radio Receivers,4703959.0,2003
Metal Lathes,108924.0,2020
Terry Fabric,126403.0,2013
Non-Retail Synthetic Filament Yarn,5538455.0,1996
Ice Cream,8899.0,2000
Prepared Cotton,353910.0,1998
Umbrella and Walking Stick Accessories,961.0,2008
Borates,4306.0,2005
Letter Stock,37474.0,2001
Wood Charcoal,5325.000000000001,2010
Antiques,584789.0,2017
Nitrites and Nitrates,4200.0,2004
Pig Meat,7774.0,2018
Root Vegetables,20199932.0,2021
Scales,704374.0,2010
Root Vegetables,2613527.0,2007
Lard stearin and oils,1781.9999999999998,2014
Railway Cargo Containers,76270.0,2003
Valves,6399511.0,2011
Saddlery,3317502.0,2009
Iron Fasteners,8989056.0,2011
Cameras,24423.0,2013
